index;label;degree_in;degree_out;degree_total;weight;compound_type;domain
145;Psite * mRNAcodonser * peptide - trnaser;20;20;40;3340448.3;assembly;all
259;Asite * mRNAcodonser * peptide - trnaser;20;20;40;3340448.3;assembly;all
258;Asite * eftu * gdp * mRNAcodonser * sertrna;1;20;21;3340974.3;assembly;all
257;Asite * eftu * gtp * mRNAcodonser * sertrna;1;1;2;3341054.3;assembly;all
46;Asite * gtp * mRNAcodonUAG * rf1 * rf3;41;21;62;3368723.2;assembly;all
72;Asite * gtp * mRNAcodonUAA * rf1 * rf3;41;21;62;3368723.2;assembly;all
77;Asite * gtp * mRNAcodonUGA * rf2 * rf3;41;21;62;3369456.6;assembly;all
79;Asite * gtp * mRNAcodonUAA * rf2 * rf3;41;21;62;3369456.6;assembly;all
417;Asite * relA * trnacys;1;1;2;3374836.7;assembly;all
425;Asite * relA * trnagly;1;1;2;3374992.7;assembly;all
441;Asite * relA * trnagln;1;1;2;3375118.6;assembly;all
431;Asite * relA * trnalys;1;1;2;3375436;assembly;all
421;Asite * relA * trnaglu;1;1;2;3375436.1;assembly;all
447;Asite * relA * trnathr;1;1;2;3375481.1;assembly;all
437;Asite * relA * trnaasn;1;1;2;3375491;assembly;all
451;Asite * relA * trnatrp;1;1;2;3375520.1;assembly;all
449;Asite * relA * trnaval;1;1;2;3375541.1;assembly;all
423;Asite * relA * trnaphe;1;1;2;3375542.6;assembly;all
412;Asite * relA * trnaala;1;1;2;3375582.1;assembly;all
443;Asite * relA * trnaarg;1;1;2;3375847.3;assembly;all
433;Asite * relA * trnamet;1;1;2;3375860.3;assembly;all
419;Asite * relA * trnaasp;1;1;2;3375873.2;assembly;all
439;Asite * relA * trnapro;1;1;2;3375904.3;assembly;all
429;Asite * relA * trnaile;1;1;2;3375913.3;assembly;all
435;Asite * relA * trnaleu;1;1;2;3377377.4;assembly;all
427;Asite * relA * trnahis;1;1;2;3378368.8;assembly;all
453;Asite * relA * trnatyr;1;1;2;3378368.8;assembly;all
445;Asite * relA * trnaser;1;1;2;3380132.9;assembly;all
457;90S;1;1;2;6557280;assembly;all
48;Esite * Psite * mRNAcodoncys * trnacys;8;3;11;6559072.1;assembly;all
52;Esite * Psite * mRNAcodongly * trnagly;8;3;11;6559228.1;assembly;all
60;Esite * Psite * mRNAcodongln * trnagln;8;3;11;6559354;assembly;all
55;Esite * Psite * mRNAcodonlys * trnalys;8;3;11;6559671.4;assembly;all
50;Esite * Psite * mRNAcodonglu * trnaglu;8;3;11;6559671.5;assembly;all
63;Esite * Psite * mRNAcodonthr * trnathr;8;3;11;6559716.5;assembly;all
58;Esite * Psite * mRNAcodonasn * trnaasn;8;3;11;6559726.4;assembly;all
65;Esite * Psite * mRNAcodontrp * trnatrp;8;3;11;6559755.5;assembly;all
64;Esite * Psite * mRNAcodonval * trnaval;8;3;11;6559776.5;assembly;all
51;Esite * Psite * mRNAcodonphe * trnaphe;8;3;11;6559778;assembly;all
47;Esite * Psite * mRNAcodonala * trnaala;8;3;11;6559817.5;assembly;all
61;Esite * Psite * mRNAcodonarg * trnaarg;8;3;11;6560082.7;assembly;all
56;Esite * Psite * mRNAcodonmet * trnamet;8;3;11;6560095.7;assembly;all
49;Esite * Psite * mRNAcodonasp * trnaasp;8;3;11;6560108.6;assembly;all
59;Esite * Psite * mRNAcodonpro * trnapro;8;3;11;6560139.7;assembly;all
54;Esite * Psite * mRNAcodonile * trnaile;8;3;11;6560148.7;assembly;all
57;Esite * Psite * mRNAcodonleu * trnaleu;8;3;11;6561612.8;assembly;all
53;Esite * Psite * mRNAcodonhis * trnahis;8;3;11;6562604.2;assembly;all
66;Esite * Psite * mRNAcodontyr * trnatyr;12;7;19;6562604.2;assembly;all
62;Esite * Psite * mRNAcodonser * trnaser;8;3;11;6564368.3;assembly;all
459;100S;1;1;2;6570720;assembly;all
1928;3ocddec5eACP;1;1;2;;metabolite;all
1929;3hcddec5eACP;1;1;2;;metabolite;all
1932;3ocmrs7eACP;1;1;2;;metabolite;all
1933;3hcmrs7eACP;1;1;2;;metabolite;all
1936;3ocpalm9eACP;1;1;2;;metabolite;all
1937;3hcpalm9eACP;1;1;2;;metabolite;all
1938;3ooctdACP;1;1;2;;metabolite;all
1940;3ocvac11eACP;1;1;2;;metabolite;all
1941;3hcvac11eACP;1;1;2;;metabolite;all
1963;14glucan;1;3;4;;metabolite;all
1974;2dhguln;1;2;3;;metabolite;all
1993;3hodcoa;0;2;2;;metabolite;all
1999;2dmmq8;5;6;11;;metabolite;all
2001;2dmmql8;7;6;13;;metabolite;all
2027;but;2;1;3;;metabolite;all
2032;hxcoa;3;2;5;;metabolite;all
2048;ppa;4;1;5;;metabolite;all
2075;frulysp;1;1;2;;metabolite;all
2080;ggptrc;1;1;2;;metabolite;all
2090;dcaACP;3;2;5;;metabolite;all
2092;ddcaACP;3;5;8;;metabolite;all
2093;t3c5ddeceACP;1;2;3;;metabolite;all
2094;cddec5eACP;2;1;3;;metabolite;all
2096;myrsACP;3;6;9;;metabolite;all
2097;t3c7mrseACP;1;2;3;;metabolite;all
2098;tdeACP;3;4;7;;metabolite;all
2100;palmACP;3;4;7;;metabolite;all
2101;t3c9palmeACP;1;2;3;;metabolite;all
2102;hdeACP;3;5;8;;metabolite;all
2104;ocdcaACP;3;2;5;;metabolite;all
2105;t3c11vaceACP;1;2;3;;metabolite;all
2106;octeACP;3;2;5;;metabolite;all
2108;butACP;2;1;3;;metabolite;all
2110;hexACP;2;1;3;;metabolite;all
2112;ocACP;3;2;5;;metabolite;all
2122;cechddd;1;1;2;;metabolite;all
2134;dcacoa;2;2;4;;metabolite;all
2148;fuc-L;1;1;2;;metabolite;all
2166;mqn8;10;12;22;;metabolite;all
2167;mql8;13;10;23;;metabolite;all
2169;q8h2;17;6;23;;metabolite;all
2174;op4en;2;1;3;;metabolite;all
2177;malthp;1;2;3;;metabolite;all
2178;maltpt;4;3;7;;metabolite;all
2182;melib;1;2;3;;metabolite;all
2202;malACP;1;14;15;;metabolite;all
2206;psclys;1;1;2;;metabolite;all
2211;cdec3eACP;1;1;2;;metabolite;all
2254;progly;1;1;2;;metabolite;all
2287;4ampm;3;1;4;;metabolite;all
2296;2ombzl;2;1;3;;metabolite;all
2297;2ommbl;1;2;3;;metabolite;all
2298;2omhmbl;2;1;3;;metabolite;all
2336;dhmptp;1;0;1;;metabolite;all
2337;air;1;2;3;;metabolite;all
2339;ssaltpp;1;1;2;;metabolite;all
2348;apoACP;0;1;1;;metabolite;all
2351;cbi;1;1;2;;metabolite;all
2372;kdo;1;1;2;;metabolite;all
2378;thm;1;1;2;;metabolite;all
2386;5drib;1;1;2;;metabolite;all
2406;udcpdp;11;2;13;;metabolite;all
2426;grxrd;1;5;6;;metabolite;all
2427;grxox;5;1;6;;metabolite;all
2433;pe161;2;5;7;;metabolite;all
2434;cpe160;1;0;1;;metabolite;all
2435;pe181;2;5;7;;metabolite;all
2436;cpe180;1;0;1;;metabolite;all
2437;pg161;4;7;11;;metabolite;all
2438;cpg160;1;0;1;;metabolite;all
2439;pg181;4;7;11;;metabolite;all
2440;cpg180;1;0;1;;metabolite;all
2441;12dgr120;3;1;4;;metabolite;all
2442;pa120;4;6;10;;metabolite;all
2443;12dgr140;3;1;4;;metabolite;all
2444;pa140;4;6;10;;metabolite;all
2445;12dgr141;3;1;4;;metabolite;all
2446;pa141;4;6;10;;metabolite;all
2447;12dgr160;3;1;4;;metabolite;all
2448;pa160;4;6;10;;metabolite;all
2449;12dgr161;4;1;5;;metabolite;all
2450;pa161;4;6;10;;metabolite;all
2451;12dgr180;3;1;4;;metabolite;all
2452;pa180;4;6;10;;metabolite;all
2453;12dgr181;4;1;5;;metabolite;all
2454;pa181;4;6;10;;metabolite;all
2455;1ddecg3p;2;2;4;;metabolite;all
2456;1hdec9eg3p;2;2;4;;metabolite;all
2457;1hdecg3p;2;2;4;;metabolite;all
2458;1odec11eg3p;2;2;4;;metabolite;all
2459;1odecg3p;2;2;4;;metabolite;all
2460;1tdec7eg3p;2;2;4;;metabolite;all
2461;1tdecg3p;2;2;4;;metabolite;all
2462;2agpe120;2;3;5;;metabolite;all
2463;ddca;14;3;17;;metabolite;all
2464;pe120;2;3;5;;metabolite;all
2465;dca;2;1;3;;metabolite;all
2466;ttdca;14;3;17;;metabolite;all
2467;ttdcea;14;3;17;;metabolite;all
2469;hdcea;14;3;17;;metabolite;all
2472;pg120;4;6;10;;metabolite;all
2473;apg120;2;0;2;;metabolite;all
2474;2agpe140;2;3;5;;metabolite;all
2475;pe140;2;3;5;;metabolite;all
2476;pg140;4;6;10;;metabolite;all
2477;apg140;2;0;2;;metabolite;all
2478;2agpe141;2;3;5;;metabolite;all
2479;pe141;2;3;5;;metabolite;all
2480;pg141;4;6;10;;metabolite;all
2481;apg141;2;0;2;;metabolite;all
2482;2agpe160;3;3;6;;metabolite;all
2483;pe160;2;4;6;;metabolite;all
2486;pg160;4;7;11;;metabolite;all
2487;apg160;2;0;2;;metabolite;all
2488;2agpe161;2;3;5;;metabolite;all
2489;apg161;2;0;2;;metabolite;all
2490;2agpe180;2;3;5;;metabolite;all
2492;pe180;2;3;5;;metabolite;all
2493;pg180;4;6;10;;metabolite;all
2494;apg180;2;0;2;;metabolite;all
2495;2agpe181;2;3;5;;metabolite;all
2497;apg181;2;0;2;;metabolite;all
2498;2agpg120;2;3;5;;metabolite;all
2500;2agpg140;2;3;5;;metabolite;all
2501;2agpg141;2;3;5;;metabolite;all
2502;2agpg160;3;3;6;;metabolite;all
2503;2agpg161;2;3;5;;metabolite;all
2504;2agpg180;2;3;5;;metabolite;all
2506;2agpg181;2;3;5;;metabolite;all
2507;2ddecg3p;2;1;3;;metabolite;all
2508;2hdec9eg3p;2;1;3;;metabolite;all
2509;2hdecg3p;2;1;3;;metabolite;all
2510;2odec11eg3p;2;1;3;;metabolite;all
2511;2odecg3p;2;1;3;;metabolite;all
2512;2tdec7eg3p;2;1;3;;metabolite;all
2513;2tdecg3p;2;1;3;;metabolite;all
2516;cdpdddecg;1;3;4;;metabolite;all
2517;pgp120;1;3;4;;metabolite;all
2518;ps120;1;1;2;;metabolite;all
2519;cdpdhdec9eg;1;3;4;;metabolite;all
2520;pgp161;1;3;4;;metabolite;all
2521;ps161;1;1;2;;metabolite;all
2522;cdpdhdecg;1;3;4;;metabolite;all
2523;pgp160;1;3;4;;metabolite;all
2524;ps160;1;1;2;;metabolite;all
2525;cdpdodec11eg;1;3;4;;metabolite;all
2526;pgp181;1;3;4;;metabolite;all
2527;ps181;1;1;2;;metabolite;all
2528;cdpdodecg;1;3;4;;metabolite;all
2529;pgp180;1;3;4;;metabolite;all
2530;ps180;1;1;2;;metabolite;all
2531;cdpdtdec7eg;1;3;4;;metabolite;all
2532;pgp141;1;3;4;;metabolite;all
2533;ps141;1;1;2;;metabolite;all
2534;cdpdtdecg;1;3;4;;metabolite;all
2535;pgp140;1;3;4;;metabolite;all
2536;ps140;1;1;2;;metabolite;all
2541;g3ps;1;2;3;;metabolite;all
2557;bglycogen;1;2;3;;metabolite;all
2573;hmfurn;1;1;2;;metabolite;all
2583;murein5p5p[p];1;1;2;;metabolite;all
2584;murein5p5p5p[p];1;0;1;;metabolite;all
2587;anhgm;5;1;6;;metabolite;all
2588;anhm;3;1;4;;metabolite;all
2589;anhgm3p;5;3;8;;metabolite;all
2590;anhm3p;2;1;3;;metabolite;all
2591;LalaDgluMdap;6;2;8;;metabolite;all
2592;anhgm4p;4;5;9;;metabolite;all
2593;anhm4p;1;2;3;;metabolite;all
2594;LalaDgluMdapDala;4;3;7;;metabolite;all
2595;um4p;1;1;2;;metabolite;all
2596;ugmd;3;1;4;;metabolite;all
2600;anhgm[p];1;1;2;;metabolite;all
2602;anhgm3p[p];0;1;1;;metabolite;all
2603;anhgm4p[p];0;1;1;;metabolite;all
2604;LalaDgluMdap[p];1;1;2;;metabolite;all
2605;LalaDgluMdapDala[p];1;1;2;;metabolite;all
2638;fldrd;1;4;5;;metabolite;all
2639;fldox;4;1;5;;metabolite;all
2656;hdcoa;1;2;3;;metabolite;all
2657;odecoa;1;2;3;;metabolite;all
2658;tdecoa;1;2;3;;metabolite;all
2668;dca[p];1;1;2;;metabolite;all
2669;ddca[p];1;1;2;;metabolite;all
2670;ttdca[p];1;1;2;;metabolite;all
2671;ttdcea[p];1;1;2;;metabolite;all
2673;hdcea[p];1;1;2;;metabolite;all
2690;crnDcoa;2;0;2;;metabolite;all
2693;12dgr120[p];0;1;1;;metabolite;all
2694;12dgr140[p];0;1;1;;metabolite;all
2695;12dgr141[p];0;1;1;;metabolite;all
2696;12dgr160[p];0;1;1;;metabolite;all
2697;12dgr161[p];0;1;1;;metabolite;all
2698;12dgr180[p];0;1;1;;metabolite;all
2699;12dgr181[p];0;1;1;;metabolite;all
2704;14glucan[p];1;1;2;;metabolite;all
2705;14glucan[e];0;1;1;;metabolite;all
2718;2ddecg3p[p];0;1;1;;metabolite;all
2719;2tdecg3p[p];0;1;1;;metabolite;all
2720;2tdec7eg3p[p];0;1;1;;metabolite;all
2721;2hdecg3p[p];0;1;1;;metabolite;all
2722;2hdec9eg3p[p];0;1;1;;metabolite;all
2723;2odecg3p[p];0;1;1;;metabolite;all
2724;2odec11eg3p[p];0;1;1;;metabolite;all
2725;2agpe120[p];0;1;1;;metabolite;all
2726;2agpe140[p];0;1;1;;metabolite;all
2727;2agpe141[p];0;1;1;;metabolite;all
2728;2agpe160[p];0;1;1;;metabolite;all
2729;2agpe161[p];0;1;1;;metabolite;all
2730;2agpe180[p];0;1;1;;metabolite;all
2731;2agpe181[p];0;1;1;;metabolite;all
2732;2agpg120[p];0;1;1;;metabolite;all
2733;2agpg140[p];0;1;1;;metabolite;all
2734;2agpg141[p];0;1;1;;metabolite;all
2735;2agpg160[p];0;1;1;;metabolite;all
2736;2agpg161[p];0;1;1;;metabolite;all
2737;2agpg180[p];0;1;1;;metabolite;all
2738;2agpg181[p];0;1;1;;metabolite;all
2749;LalaDgluMdap[e];0;1;1;;metabolite;all
2754;LalaDgluMdapDala[e];0;1;1;;metabolite;all
2759;unagamuf;1;4;5;;metabolite;all
2786;acolipa[p];0;1;1;;metabolite;all
2787;acolipa[e];1;0;1;;metabolite;all
2823;fpram;1;1;2;;metabolite;all
2835;anhgm[e];0;1;1;;metabolite;all
2841;arbtn;3;2;5;;metabolite;all
2842;arbtn[p];1;1;2;;metabolite;all
2843;arbtn[e];1;0;1;;metabolite;all
2864;butso3[p];1;1;2;;metabolite;all
2865;butso3;1;1;2;;metabolite;all
2866;butso3[e];0;1;1;;metabolite;all
2867;but[p];1;1;2;;metabolite;all
2868;but[e];0;1;1;;metabolite;all
2875;cbi[e];0;1;1;;metabolite;all
2876;cbi[p];1;1;2;;metabolite;all
2893;lipa_cold[p];1;1;2;;metabolite;all
2894;lipa_cold[e];1;0;1;;metabolite;all
2909;colipa;1;5;6;;metabolite;all
2910;colipa[p];1;1;2;;metabolite;all
2911;colipa[e];1;0;1;;metabolite;all
2912;cpgn[p];1;1;2;;metabolite;all
2913;cpgn;2;3;5;;metabolite;all
2914;cpgn-un;3;2;5;;metabolite;all
2915;cpgn[e];0;1;1;;metabolite;all
2916;cpgn-un[p];1;1;2;;metabolite;all
2917;cpgn-un[e];1;0;1;;metabolite;all
2927;cu;0;3;3;;metabolite;all
2928;cu[p];2;0;2;;metabolite;all
2932;cu[e];1;1;2;;metabolite;all
2942;trnasecys;0;1;1;;metabolite;all
2955;dca[e];0;1;1;;metabolite;all
2960;ddca[e];0;1;1;;metabolite;all
2999;dsbdox;2;1;3;;metabolite;all
3000;dsbdrd;1;2;3;;metabolite;all
3010;dsbard[p];0;2;2;;metabolite;all
3011;dsbaox[p];2;0;2;;metabolite;all
3012;;8;0;8;;metabolite;all
3013;eca4colipa[p];0;1;1;;metabolite;all
3014;eca4colipa[e];1;0;1;;metabolite;all
3015;eca4und;1;1;2;;metabolite;all
3016;eca4colipa;1;0;1;;metabolite;all
3017;eca2und;1;1;2;;metabolite;all
3018;eca3und;1;1;2;;metabolite;all
3019;unagamuf[p];1;0;1;;metabolite;all
3023;kdo2lipid4p;1;1;2;;metabolite;all
3024;lipa_cold;1;1;2;;metabolite;all
3030;ethso3[p];1;1;2;;metabolite;all
3031;ethso3;1;1;2;;metabolite;all
3032;ethso3[e];0;1;1;;metabolite;all
3035;clpn120;1;1;2;;metabolite;all
3036;clpn140;1;1;2;;metabolite;all
3037;clpn141;1;1;2;;metabolite;all
3038;clpn160;1;1;2;;metabolite;all
3042;clpn161;1;1;2;;metabolite;all
3043;clpn180;1;1;2;;metabolite;all
3044;clpn181;1;1;2;;metabolite;all
3056;fe3dhbzs;1;1;2;;metabolite;all
3057;fe3dhbzs[p];1;1;2;;metabolite;all
3058;fe3dhbzs[e];0;1;1;;metabolite;all
3061;fe3hox-un;3;2;5;;metabolite;all
3063;fe3hox-un[p];1;1;2;;metabolite;all
3064;fe3hox-un[e];1;0;1;;metabolite;all
3068;fecrm-un;3;2;5;;metabolite;all
3070;fecrm-un[p];1;1;2;;metabolite;all
3071;fecrm-un[e];1;0;1;;metabolite;all
3078;feoxam-un;3;2;5;;metabolite;all
3080;feoxam-un[p];1;1;2;;metabolite;all
3081;feoxam-un[e];1;0;1;;metabolite;all
3082;1agpe120;1;1;2;;metabolite;all
3083;1agpe140;1;1;2;;metabolite;all
3084;1agpe141;1;1;2;;metabolite;all
3086;1agpe160;1;1;2;;metabolite;all
3087;1agpe161;1;1;2;;metabolite;all
3095;fuc-L[e];0;1;1;;metabolite;all
3096;fuc-L[p];1;1;2;;metabolite;all
3101;1agpe181;1;1;2;;metabolite;all
3110;g3ps[p];1;1;2;;metabolite;all
3111;g3ps[e];0;1;1;;metabolite;all
3112;1agpg120;1;1;2;;metabolite;all
3113;1agpg140;1;1;2;;metabolite;all
3121;1agpg141;1;1;2;;metabolite;all
3128;gicolipa;1;1;2;;metabolite;all
3129;gagicolipa;1;1;2;;metabolite;all
3139;1agpg160;1;1;2;;metabolite;all
3141;gdpofuc;1;1;2;;metabolite;all
3142;1agpg161;1;1;2;;metabolite;all
3145;1agpg180;1;1;2;;metabolite;all
3146;1agpg181;1;1;2;;metabolite;all
3151;icolipa;1;1;2;;metabolite;all
3152;ggagicolipa;1;1;2;;metabolite;all
3153;gggagicolipa;1;1;2;;metabolite;all
3188;gmhep17bp;1;1;2;;metabolite;all
3204;alpp;0;2;2;;metabolite;all
3205;lpp;2;0;2;;metabolite;all
3216;hdcea[e];0;1;1;;metabolite;all
3217;hhlipa;1;1;2;;metabolite;all
3218;phhlipa;1;1;2;;metabolite;all
3219;hphhlipa;1;1;2;;metabolite;all
3220;phphhlipa;1;1;2;;metabolite;all
3221;hlipa;1;1;2;;metabolite;all
3253;uLa4n;1;2;3;;metabolite;all
3254;acolipa;1;0;1;;metabolite;all
3260;hacolipa;1;0;1;;metabolite;all
3261;halipa;1;0;1;;metabolite;all
3267;dsbcox;0;1;1;;metabolite;all
3268;dsbcrd;1;0;1;;metabolite;all
3269;dsbgox;0;1;1;;metabolite;all
3270;dsbgrd;1;0;1;;metabolite;all
3284;maltpt[p];1;1;2;;metabolite;all
3286;maltpt[e];0;1;1;;metabolite;all
3298;murein3px3p;1;1;2;;metabolite;all
3299;murein3p3p;2;1;3;;metabolite;all
3300;murein3px4p;1;1;2;;metabolite;all
3301;murein4p3p;3;2;5;;metabolite;all
3302;murein4p4p;2;2;4;;metabolite;all
3303;murein4px4p;2;1;3;;metabolite;all
3304;murein4px4px4p;1;1;2;;metabolite;all
3305;murein4px4p4p;1;1;2;;metabolite;all
3306;melib[p];2;1;3;;metabolite;all
3307;melib[e];0;1;1;;metabolite;all
3308;murein5p3p;2;1;3;;metabolite;all
3313;murein5p4p;2;1;3;;metabolite;all
3314;murein5p5p;0;4;4;;metabolite;all
3325;murein5px3p;1;2;3;;metabolite;all
3326;murein5px4p;1;3;4;;metabolite;all
3327;murein5px4px4p;1;1;2;;metabolite;all
3339;kphphhlipa;1;1;2;;metabolite;all
3359;o16a4colipa[p];0;1;1;;metabolite;all
3360;o16a4colipa[e];1;0;1;;metabolite;all
3361;o16a4und;1;1;2;;metabolite;all
3362;o16a4colipa;1;0;1;;metabolite;all
3363;o16aund;1;4;5;;metabolite;all
3364;o16a2und;1;1;2;;metabolite;all
3365;o16a3und;1;1;2;;metabolite;all
3366;ragund;0;1;1;;metabolite;all
3367;aragund;1;1;2;;metabolite;all
3368;o16aund[p];1;0;1;;metabolite;all
3369;garagund;1;1;2;;metabolite;all
3370;gfgaragund;1;1;2;;metabolite;all
3381;pa120[p];1;0;1;;metabolite;all
3382;pa140[p];1;0;1;;metabolite;all
3383;pa141[p];1;0;1;;metabolite;all
3384;pa160[p];1;0;1;;metabolite;all
3385;pa161[p];1;0;1;;metabolite;all
3386;pa180[p];1;0;1;;metabolite;all
3387;pa181[p];1;0;1;;metabolite;all
3390;pe120[p];1;0;1;;metabolite;all
3391;pe140[p];1;0;1;;metabolite;all
3392;pe141[p];1;0;1;;metabolite;all
3393;pe160[p];1;0;1;;metabolite;all
3394;pe161[p];1;0;1;;metabolite;all
3395;pe180[p];1;0;1;;metabolite;all
3396;pe181[p];1;0;1;;metabolite;all
3400;pg120[p];1;0;1;;metabolite;all
3401;pg140[p];1;0;1;;metabolite;all
3402;pg141[p];1;0;1;;metabolite;all
3403;pg160[p];1;0;1;;metabolite;all
3404;pg161[p];1;0;1;;metabolite;all
3405;pg180[p];1;0;1;;metabolite;all
3406;pg181[p];1;0;1;;metabolite;all
3407;pgp120[p];1;0;1;;metabolite;all
3408;pgp140[p];1;0;1;;metabolite;all
3409;pgp141[p];1;0;1;;metabolite;all
3410;pgp160[p];1;0;1;;metabolite;all
3411;pgp161[p];1;0;1;;metabolite;all
3412;pgp180[p];1;0;1;;metabolite;all
3413;pgp181[p];1;0;1;;metabolite;all
3423;ppa[p];1;1;2;;metabolite;all
3424;ppa[e];0;1;1;;metabolite;all
3430;progly[p];1;1;2;;metabolite;all
3431;progly[e];0;1;1;;metabolite;all
3433;psclys[p];1;1;2;;metabolite;all
3434;psclys[e];0;1;1;;metabolite;all
3455;murein5p5p5p;0;1;1;;metabolite;all
3482;dsbcox[p];0;1;1;;metabolite;all
3483;dsbcrd[p];1;0;1;;metabolite;all
3484;dsbgox[p];0;1;1;;metabolite;all
3485;dsbgrd[p];1;0;1;;metabolite;all
3488;thm[p];1;1;2;;metabolite;all
3491;thm[e];0;1;1;;metabolite;all
3509;ttdca[e];0;1;1;;metabolite;all
3510;ttdcea[e];0;1;1;;metabolite;all
3535;uLa4n[p];1;0;1;;metabolite;all
3538;uLa4fn;1;1;2;;metabolite;all
