index;label;degree_in;degree_out;degree_total;weight;compound_type;domain
916;b1064;0;4;4;24349.9203;protein;all
1124;b2066;0;2;2;24352.8436;protein;all
693;b0159;0;3;3;24353.6853;protein;all
1674;b0810;0;1;1;24363.9935;protein;all
94;trnalys;5;2;7;24441.4;RNA;all
89;trnaglu;6;2;8;24441.5;RNA;all
102;trnathr;5;2;7;24486.5;RNA;all
97;trnaasn;5;2;7;24496.4;RNA;all
104;trnatrp;5;2;7;24525.5;RNA;all
833;b0639;0;2;2;24527.6398;protein;all
103;trnaval;5;2;7;24546.5;RNA;all
90;trnaphe;5;2;7;24548;RNA;all
1342;b3386;0;1;1;24553.9646;protein;all
1055;b4072;0;1;1;24567.2191;protein;all
83;trnaala;5;2;7;24587.5;RNA;all
107;alatrna;1;1;2;24587.5;RNA;all
1310;b3892;0;1;1;24606.0591;protein;all
1413;b2308;0;2;2;24648.9665;protein;all
354;rplA;0;1;1;24729.3;assembly;all
1094;b0910;0;3;3;24746.0363;protein;all
211;emettrna;0;1;1;24791.6;RNA;all
886;b2153;0;1;1;24830.3397;protein;all
100;trnaarg;5;2;7;24852.7;RNA;all
343;rluA;1;1;2;24860.4;assembly;all
95;trnamet;5;2;7;24865.7;RNA;all
293;imettrna;0;3;3;24865.7;RNA;all
88;trnaasp;5;2;7;24878.6;RNA;all
98;trnapro;5;2;7;24909.7;RNA;all
1417;b0861;0;1;1;24913.4678;protein;all
1433;b0653;0;1;1;24914.4204;protein;all
93;trnaile;5;2;7;24918.7;RNA;all
1071;b2205;0;1;1;24924.4628;protein;all
1774;b0764;0;1;1;24938.5108;protein;all
1874;b0066;0;1;1;24998.8635;protein;all
1206;b2287;0;1;1;25055.5645;protein;all
1580;b0126;0;1;1;25096.4793;protein;all
656;b4198;0;1;1;25277.4424;protein;all
1137;b4374;0;3;3;25300.3069;protein;all
1308;b1476;0;1;1;25368.1979;protein;all
1183;b1227;0;1;1;25497.0712;protein;all
1480;b2128;0;1;1;25514.1974;protein;all
655;b0061;0;1;1;25518.6105;protein;all
893;b1638;0;2;2;25544.8351;protein;all
479;b1093;0;12;12;25560.0137;protein;all
657;b3583;0;1;1;25560.5675;protein;all
1744;b2893;0;2;2;25621.3896;protein;all
771;b2747;0;1;1;25736.9594;protein;all
332;rsuA;1;1;2;25865;assembly;all
1077;b4384;0;7;7;25949.6409;protein;all
1100;b0171;0;2;2;25969.9802;protein;all
405;rpsC;0;1;1;25982.9;assembly;all
1175;b1465;0;1;1;26017.6247;protein;all
1009;b2024;0;1;1;26032.3222;protein;all
1326;b1252;0;1;1;26093.9289;protein;all
1698;b4055;0;17;17;26103.2148;protein;all
546;b4085;0;1;1;26108.9052;protein;all
1176;b1466;0;1;1;26160.2832;protein;all
1418;b0862;0;1;1;26216.8033;protein;all
870;b3844;0;6;6;26241.6868;protein;all
762;b0596;0;1;1;26249.3542;protein;all
1328;b3006;0;1;1;26287.0708;protein;all
1355;b3454;0;2;2;26309.9361;protein;all
859;b1606;0;1;1;26347.9972;protein;all
1394;b1281;0;1;1;26349.9521;protein;all
96;trnaleu;5;2;7;26382.8;RNA;all
866;b2564;0;1;1;26384.006;protein;all
797;b1992;0;1;1;26385.2981;protein;all
1182;b1226;0;1;1;26448.5338;protein;all
1479;b3040;0;6;6;26484.4801;protein;all
774;b2232;0;2;2;26555.1467;protein;all
348;rlmB;1;1;2;26556.3;assembly;all
1042;b1326;0;1;1;26557.6879;protein;all
1432;b0652;0;1;1;26660.8061;protein;all
1673;b0809;0;1;1;26730.6707;protein;all
406;rpsB;0;1;1;26743.3;assembly;all
1265;b0724;0;1;1;26769.6089;protein;all
1790;b3479;0;1;1;26820.1053;protein;all
1416;b0860;0;1;1;26829.1473;protein;all
1412;b2307;0;2;2;26869.4549;protein;all
1902;b0524;0;1;1;26893.8681;protein;all
816;b3991;0;1;1;26895.7856;protein;all
678;b2744;0;14;14;26900.1146;protein;all
1419;b0863;0;1;1;26929.2203;protein;all
820;b3992;0;1;1;26969.4899;protein;all
987;b3919;0;1;1;26971.5025;protein;all
338;rsmE;1;1;2;26977.8;assembly;all
1351;b2476;0;1;1;26994.6927;protein;all
1793;b0751;0;1;1;26995.9294;protein;all
1420;b0864;0;1;1;27021.7413;protein;all
1322;b1709;0;1;1;27080.8734;protein;all
727;b4153;0;1;1;27122.7968;protein;all
1150;b3831;0;1;1;27158.7802;protein;all
698;b3959;0;1;1;27159.2235;protein;all
1675;b0811;0;1;1;27189.7636;protein;all
1692;b3875;0;1;1;27199.9382;protein;all
965;b1539;0;3;3;27248.6187;protein;all
1021;b1778 * b3781;1;1;2;27257.4985;assembly;all
789;b2104;0;1;1;27338.8726;protein;all
1773;b0763;0;1;1;27363.8671;protein;all
92;trnahis;5;2;7;27374.2;RNA;all
105;trnatyr;5;2;7;27374.2;RNA;all
528;b3126;0;1;1;27383.8047;protein;all
520;b3385;0;1;1;27388.83;protein;all
955;b3449;0;5;5;27409.2672;protein;all
944;b3018;0;7;7;27452.8337;protein;all
1703;b3625;0;1;1;27460.6145;protein;all
1546;b1693;0;1;1;27466.3389;protein;all
1745;b0604;0;2;2;27494.6726;protein;all
1434;b0654;0;1;1;27502.3631;protein;all
527;b4266;0;1;1;27562.3903;protein;all
1163;b0974;0;1;1;27596.9926;protein;all
842;b0918;0;1;1;27614.1142;protein;all
1283;b1818;0;1;1;27635.4759;protein;all
1914;b1859;0;1;1;27728.3413;protein;all
508;b4381;0;1;1;27733.4812;protein;all
1465;b0933;0;1;1;27737.7691;protein;all
1105;b3924;0;4;4;27750.6101;protein;all
895;b3804;0;1;1;27797.6068;protein;all
646;b2705;0;1;1;27857.5543;protein;all
566;b1288;0;24;24;27863.6361;protein;all
1913;b1858;0;1;1;27867.1358;protein;all
1805;b2199;0;1;1;27885.0063;protein;all
1289;b4311;0;1;1;27887.6746;protein;all
1281;b3794;0;1;1;27927.8424;protein;all
914;b2762;0;6;6;27975.4669;protein;all
1414;b2310;0;1;1;27991.3077;protein;all
1168;b2719;0;1;1;27998.8463;protein;all
602;b1298;0;1;1;28012.6957;protein;all
767;b3833;0;2;2;28072.8892;protein;all
630;b0181;0;1;1;28079.6653;protein;all
1449;b2489;0;1;1;28100.9812;protein;all
686;b0386;0;1;1;28144.5888;protein;all
1246;b0036;0;2;2;28189.8954;protein;all
1611;b4287;0;1;1;28190.3591;protein;all
513;b0902;0;2;2;28203.9893;protein;all
780;b0134;0;1;1;28237.1171;protein;all
1470;b0366;0;1;1;28296.3995;protein;all
557;b3374;0;1;1;28331.5156;protein;all
1356;b3455;0;2;2;28426.5151;protein;all
1030;b0212;0;1;1;28434.035;protein;all
877;b0174;0;1;1;28443.7984;protein;all
951;b3918;0;7;7;28450.4355;protein;all
1004;b2025;0;1;1;28454.1145;protein;all
1708;b2309;0;1;1;28483.0206;protein;all
571;b2541;0;2;2;28499.269;protein;all
972;b0755;0;1;1;28556.0283;protein;all
1794;b3367;0;1;1;28562.1842;protein;all
785;b2103;0;2;2;28633.2815;protein;all
1411;b2306;0;2;2;28652.6981;protein;all
1833;b1443;0;1;1;28721.5183;protein;all
1549;b1260;0;1;1;28723.8089;protein;all
1462;b0031;0;1;1;28756.2878;protein;all
1407;b0151;0;1;1;28886.0953;protein;all
621;b0350;0;1;1;28889.5426;protein;all
1466;b0934;0;1;1;28925.0817;protein;all
1573;b1519;0;1;1;29005.6121;protein;all
957;b1278;0;30;30;29020.8837;protein;all
1812;b3725;0;1;1;29026.9566;protein;all
1826;b1124;0;1;1;29110.6009;protein;all
101;trnaser;5;2;7;29138.3;RNA;all
948;b2533;0;1;1;29171.7701;protein;all
612;b2919;0;1;1;29172.2498;protein;all
624;b1897;0;1;1;29174.9351;protein;all
902;b3607;0;1;1;29316.3044;protein;all
1321;b0158;0;1;1;29366.4592;protein;all
625;b0508;0;1;1;29377.1086;protein;all
1547;b3281;0;1;1;29413.2785;protein;all
1762;b0197;0;1;1;29431.2573;protein;all
496;b0207;0;2;2;29436.4224;protein;all
1589;b2480 * b3781;1;1;2;29440.2132;assembly;all
536;b3222;0;1;1;29643.5125;protein;all
891;b3996;0;1;1;29688.6063;protein;all
784;b1096;0;1;1;29714.75;protein;all
1791;b3480;0;1;1;29721.3165;protein;all
1016;b3057;0;2;2;29758.4214;protein;all
601;b0678;0;1;1;29773.8698;protein;all
738;b0729;0;1;1;29777.135;protein;all
1679;b3927;0;3;3;29779.6309;protein;all
1618;b0588;0;1;1;29783.762;protein;all
1471;b0367;0;1;1;29811.5386;protein;all
1133;b2407;0;5;5;29834.297;protein;all
371;rplB;0;1;1;29860.1;assembly;all
1497;b0166;0;1;1;29891.7343;protein;all
1756;b2328;0;4;4;30136.3324;protein;all
652;b3902;0;1;1;30145.1376;protein;all
1463;b3809;0;1;1;30208.2312;protein;all
1779;b2424;0;2;2;30291.4679;protein;all
1292;b3738;0;1;1;30302.8738;protein;all
1789;b3478;0;1;1;30361.6091;protein;all
769;b0446;0;1;1;30370.5957;protein;all
703;b0120;0;1;1;30384.3065;protein;all
1116;b2781;0;8;8;30411.9517;protein;all
587;b0822;0;5;5;30412.4561;protein;all
342;rrmA;1;1;2;30418.6;assembly;all
339;rsmA;0;1;1;30419.8;assembly;all
471;efts;1;1;2;30422.6;protein;all
510;b3125;0;1;1;30427.1152;protein;all
1138;b2827;0;1;1;30479.3304;protein;all
1250;b1590;0;1;1;30523.3185;protein;all
1823;b0857;0;1;1;30540.2277;protein;all
1635;b2492;0;2;2;30564.3034;protein;all
783;b3177;0;1;1;30614.7663;protein;all
825;b1740;0;1;1;30636.4576;protein;all
509;b0509;0;1;1;30800.2365;protein;all
994;b1773;0;1;1;30809.441;protein;all
909;b2521;0;1;1;30811.4488;protein;all
663;b2096;0;1;1;30811.5764;protein;all
1225;b0896;0;1;1;30825.8818;protein;all
1050;b1215;0;1;1;30832.3438;protein;all
786;b2418;0;4;4;30847.0162;protein;all
1702;b3630;0;1;1;30871.9654;protein;all
787;b1208;0;1;1;30925.0009;protein;all
1848;b3751;0;1;1;30950.1033;protein;all
1284;b1819;0;1;1;30955.1144;protein;all
1028;b1781;0;1;1;30986.2602;protein;all
1634;b0904;0;2;2;30990.3958;protein;all
1126;b3967;0;1;1;31001.5805;protein;all
1020;b1778 * b2582;1;1;2;31005.6215;assembly;all
932;b0529;0;2;2;31043.3754;protein;all
1827;b1125;0;1;1;31061.6068;protein;all
497;b3012;0;2;2;31109.2429;protein;all
1711;b0813;0;2;2;31168.089;protein;all
650;b4474;0;1;1;31168.5198;protein;all
1548;b1692;0;1;1;31227.4546;protein;all
899;b2154;0;1;1;31258.9278;protein;all
1492;b2478;0;1;1;31269.6246;protein;all
660;b3137;0;1;1;31293.3209;protein;all
1092;b0049;0;3;3;31296.348;protein;all
844;b1636;0;1;1;31321.8421;protein;all
499;b3693;0;1;1;31373.2117;protein;all
1700;b2435;0;2;2;31411.7283;protein;all
900;b0355;0;1;1;31424.1147;protein;all
953;b0175;0;7;7;31453.3805;protein;all
1644;b3451;0;1;1;31499.3612;protein;all
1125;b2143;0;2;2;31539.4985;protein;all
1147;b2867;0;1;1;31556.4352;protein;all
1296;b3733;0;1;1;31577.0736;protein;all
803;b0133;0;1;1;31597.307;protein;all
898;b2262;0;1;1;31632.7585;protein;all
1574;b0521;0;1;1;31643.7491;protein;all
826;b0613;0;1;1;31644.0952;protein;all
1119;b2440;0;1;1;31781.2506;protein;all
1070;b2204;0;1;1;31873.1977;protein;all
327;prmA;1;1;2;31876.7;protein;all
927;b1232;0;1;1;31934.3405;protein;all
613;b0349;0;2;2;31937.101;protein;all
1606;b0452;0;10;10;31965.9186;protein;all
1369;b1485;0;1;1;31970.5441;protein;all
671;b4197;0;1;1;32006.2759;protein;all
637;b0331;0;1;1;32134.2898;protein;all
863;b0421;0;2;2;32159.262;protein;all
1238;b4032;0;1;1;32225.0092;protein;all
1307;b1475;0;1;1;32238.4062;protein;all
878;b0428;0;1;1;32248.1095;protein;all
1553;b1463;0;1;1;32274.1882;protein;all
567;b3752;0;1;1;32290.1086;protein;all
1363;b3542;0;1;1;32308.0877;protein;all
704;b0121;0;1;1;32321.0159;protein;all
1813;b3726;0;1;1;32321.4109;protein;all
1304;b1533;0;2;2;32323.807;protein;all
752;b3236;0;1;1;32336.8967;protein;all
845;b1106;0;1;1;32396.8876;protein;all
542;b0368;0;1;1;32409.0878;protein;all
644;b1092;0;1;1;32416.847;protein;all
1438;b3952;0;1;1;32429.3119;protein;all
310;rimK;1;1;2;32436.1;protein;all
978;b1723;0;1;1;32455.6075;protein;all
556;b0394;0;1;1;32499.3744;protein;all
788;b4040;0;1;1;32511.3528;protein;all
1778;b2423;0;2;2;32537.1902;protein;all
889;b0595;0;1;1;32553.9812;protein;all
540;b0030;0;5;5;32560.4143;protein;all
841;b2615;0;1;1;32565.9952;protein;all
538;b3225;0;1;1;32593.0813;protein;all
1483;b2131;0;1;1;32608.8762;protein;all
903;b2421;0;1;1;32663.8028;protein;all
838;b2039;0;1;1;32693.1704;protein;all
481;b2040;0;1;1;32693.7253;protein;all
665;b3061;0;1;1;32733.1975;protein;all
839;b3789;0;1;1;32733.9908;protein;all
759;b0109;0;1;1;32761.6613;protein;all
1210;b0092;0;1;1;32839.329;protein;all
937;b0485;0;1;1;32902.9412;protein;all
1384;b4088;0;1;1;32909.5082;protein;all
1772;b3624;0;1;1;32919.6994;protein;all
1478;b3915;0;7;7;32926.8736;protein;all
848;b1236;0;1;1;32941.8982;protein;all
1358;b3457;0;2;2;32981.9155;protein;all
1408;b0152;0;1;1;32997.955;protein;all
1045;b1245;0;2;2;33021.5363;protein;all
1171;b2722;0;1;1;33028.953;protein;all
1034;b1119;0;1;1;33042.2969;protein;all
1576;b2874;0;1;1;33070.5803;protein;all
1311;b3893;0;1;1;33100.0478;protein;all
926;b3941;0;1;1;33102.3431;protein;all
741;b0616;0;1;1;33109.2624;protein;all
1614;b4290;0;1;1;33145.936;protein;all
1767;b3821;0;42;42;33162.7137;protein;all
1588;b2480 * b2582;1;1;2;33188.3362;assembly;all
1687;b0832;0;1;1;33237.8533;protein;all
1645;b3452;0;1;1;33263.4502;protein;all
1230;b2316;0;1;1;33321.5612;protein;all
1857;b2703;0;1;1;33331.6273;protein;all
1000;b2019;0;1;1;33366.3654;protein;all
487;b0828;0;1;1;33393.6294;protein;all
1435;b0655;0;1;1;33419.7698;protein;all
1012;b0261;0;2;2;33422.4289;protein;all
1400;b0351;0;1;1;33442.1061;protein;all
1044;b1244;0;2;2;33442.7972;protein;all
1847;b3750;0;1;1;33451.4119;protein;all
642;b1091;0;2;2;33514.7413;protein;all
938;b1524;0;1;1;33515.2165;protein;all
701;b2937;0;1;1;33556.6639;protein;all
1038;b1192;0;4;4;33567.0666;protein;all
1320;b0411;0;7;7;33588.587;protein;all
860;b3930;0;1;1;33593.5731;protein;all
1493;b0003;0;1;1;33623.2905;protein;all
1543;b3909;0;2;2;33668.8736;protein;all
577;b2162;0;2;2;33747.6512;protein;all
554;b2168;0;1;1;33755.291;protein;all
1912;b1857;0;1;1;33776.9628;protein;all
467;era;0;1;1;33809.7;assembly;all
544;b4084;0;1;1;33820.571;protein;all
578;b0651;0;2;2;33822.5211;protein;all
888;b3805;0;1;1;33851.4377;protein;all
765;b0425;0;1;1;33870.3756;protein;all
1620;b0590;0;1;1;33870.9031;protein;all
1757;b2134;0;4;4;33887.0339;protein;all
1575;b0323;0;1;1;33930.4529;protein;all
1896;b0096;0;1;1;33955.5271;protein;all
498;b3526;0;1;1;33961.9614;protein;all
653;b2708;0;1;1;34031.0703;protein;all
1686;b0831;0;1;1;34066.015;protein;all
1555;b3770;0;4;4;34093.2439;protein;all
1814;b3727;0;1;1;34120.5973;protein;all
1612;b4288;0;1;1;34131.1031;protein;all
1498;b3288;0;1;1;34168.0639;protein;all
586;b0348;0;2;2;34195.637;protein;all
1403;b4460;0;1;1;34210.5231;protein;all
1001;b1207;0;1;1;34217.885;protein;all
409;era * gdp;1;1;2;34252.7;assembly;all
1469;b0365;0;1;1;34265.6565;protein;all
1621;b0592;0;1;1;34282.6313;protein;all
1382;b4086;0;1;1;34315.2451;protein;all
856;b2436;0;1;1;34322.2093;protein;all
392;era * gtp;2;1;3;34332.7;assembly;all
1840;b4227;0;1;1;34344.2546;protein;all
1443;b2483;0;1;1;34358.8478;protein;all
1832;b1442;0;1;1;34359.652;protein;all
1481;b2129;0;1;1;34424.1063;protein;all
1374;b4245;0;1;1;34426.9462;protein;all
904;b2414;0;1;1;34489.2242;protein;all
1467;b0936;0;1;1;34557.2953;protein;all
1367;b1483;0;1;1;34620.5303;protein;all
1253;b0888;0;1;1;34622.6365;protein;all
1040;b1325;0;1;1;34673.6285;protein;all
1477;b0752;0;5;5;34678.0087;protein;all
980;b2388;0;1;1;34722.6705;protein;all
828;b0025;0;2;2;34733.8411;protein;all
1475;b3196;0;1;1;34740.1755;protein;all
1516;b3560;0;1;1;34773.975;protein;all
887;b0029;0;2;2;34774.1472;protein;all
569;b3916;0;2;2;34841.6643;protein;all
1613;b4289;0;1;1;34892.3028;protein;all
1130;b3619;0;1;1;34892.7321;protein;all
1619;b0589;0;1;1;34909.7974;protein;all
1191;b0432;0;1;1;34910.8975;protein;all
1693;b1319;0;1;1;34912.8303;protein;all
1323;b1711;0;1;1;34948.8956;protein;all
1842;b4231;0;1;1;34977.2338;protein;all
322;prmB;1;1;2;35001.3;protein;all
1056;b4073;0;1;1;35041.7937;protein;all
963;b4388;0;1;1;35042.2922;protein;all
1282;b1817;0;1;1;35047.132;protein;all
846;b0417;0;1;1;35070.4423;protein;all
865;b0052;0;1;1;35113.36;protein;all
1024;b3781 * b4219;1;1;2;35121.2567;assembly;all
910;b1919;0;1;1;35152.8887;protein;all
907;b2752;0;1;1;35187.9047;protein;all
654;b3197;0;1;1;35195.7353;protein;all
876;b3187;0;1;1;35216.5802;protein;all
1338;b0008;0;1;1;35218.8107;protein;all
1897;b3117;0;1;1;35232.0188;protein;all
1229;b0185;0;1;1;35241.1323;protein;all
1788;b3477;0;1;1;35247.6915;protein;all
610;b1033;0;4;4;35342.9845;protein;all
1440;b1478;0;1;1;35379.1794;protein;all
495;b3553;0;10;10;35395.0992;protein;all
1598;b1054;0;1;1;35406.4492;protein;all
779;b2261;0;1;1;35476.1909;protein;all
1822;b0856;0;1;1;35489.0856;protein;all
1600;b2378;0;1;1;35493.0174;protein;all
995;b1779;0;1;1;35532.0683;protein;all
1402;b1901;0;1;1;35540.4878;protein;all
1704;b3621;0;1;1;35543.3343;protein;all
1648;b2148;0;1;1;35549.7172;protein;all
831;b2947;0;1;1;35560.4876;protein;all
772;b0915;0;1;1;35588.8594;protein;all
754;b0369;0;1;1;35624.4192;protein;all
1337;b2464;0;1;1;35658.3625;protein;all
1841;b4230;0;1;1;35658.5409;protein;all
1650;b2150;0;1;1;35712.1395;protein;all
1018;b4013;0;1;1;35726.8399;protein;all
1903;b3566;0;1;1;35733.6006;protein;all
724;b1744;0;1;1;35799.751;protein;all
1362;b3541;0;1;1;35843.9731;protein;all
991;b3925;0;1;1;35851.9245;protein;all
874;b0475;0;1;1;35883.9654;protein;all
956;b4160;0;7;7;35933.9708;protein;all
697;b3958;0;1;1;35951.6921;protein;all
1910;b3579;0;1;1;35969.6455;protein;all
1511;b2679;0;1;1;36022.1015;protein;all
345;rluC;1;1;2;36026.1;assembly;all
1891;b0179;0;1;1;36038.1064;protein;all
1425;b2458;0;1;1;36066.3228;protein;all
1368;b1484;0;1;1;36099.4597;protein;all
1663;b2052;0;2;2;36140.7144;protein;all
1876;b0068;0;1;1;36162.9585;protein;all
1201;b2282;0;1;1;36218.7257;protein;all
1334;b0767;0;1;1;36307.204;protein;all
1899;b2254;0;1;1;36338.7235;protein;all
843;b3974;0;1;1;36359.3127;protein;all
609;b3608;0;1;1;36361.1934;protein;all
1076;b1623;0;2;2;36397.0238;protein;all
1079;b2676;0;1;1;36442.7927;protein;all
598;b4358;0;1;1;36447.4627;protein;all
1797;b2027;0;1;1;36454.2968;protein;all
525;b0352;0;1;1;36470.0408;protein;all
804;b0870;0;4;4;36494.2942;protein;all
1461;b1380;0;1;1;36534.3789;protein;all
493;b3575;0;1;1;36572.3266;protein;all
1504;b3816;0;3;3;36589.265;protein;all
489;b3744;0;1;1;36650.101;protein;all
1780;b3917;0;1;1;36658.8275;protein;all
1577;b1764;0;1;1;36686.8601;protein;all
632;b0181 * b1094;1;1;2;36719.0818;assembly;all
1839;b3629;0;1;1;36730.0155;protein;all
1391;b0945;0;2;2;36774.0758;protein;all
712;b0273;0;1;1;36826.7447;protein;all
1529;b1714;0;1;1;36831.3634;protein;all
990;b4232;0;1;1;36833.4917;protein;all
1714;b2957;0;2;2;36850.2459;protein;all
1381;b2499;0;1;1;36853.6207;protein;all
711;b4254;0;1;1;36906.697;protein;all
862;b1991;0;1;1;36986.5916;protein;all
1815;b3728;0;1;1;37023.429;protein;all
1831;b1441;0;1;1;37040.1696;protein;all
921;b2762 * b3610;1;1;2;37112.8655;assembly;all
346;rluD;1;1;2;37121.2;assembly;all
486;b1767;0;1;1;37126.8016;protein;all
526;b4267;0;2;2;37146.2152;protein;all
1046;b1246;0;2;2;37188.0662;protein;all
1047;b1247;0;2;2;37197.1262;protein;all
1694;b0957;0;1;1;37200.3005;protein;all
380;rRNA5S;0;1;1;37213.6;RNA;all
964;b3616;0;1;1;37238.6448;protein;all
668;b0759;0;1;1;37264.6652;protein;all
868;b2927;0;1;1;37298.934;protein;all
1750;b3907;0;2;2;37319.3743;protein;all
1370;b1486;0;1;1;37344.5498;protein;all
1393;b0104;0;1;1;37383.2577;protein;all
599;b2091;0;1;1;37389.704;protein;all
1599;b1855;0;2;2;37409.9518;protein;all
1538;b3384;0;1;1;37437.3843;protein;all
1364;b3543;0;1;1;37496.5293;protein;all
1361;b3540;0;1;1;37560.0179;protein;all
1036;b1107;0;3;3;37594.317;protein;all
1782;b2425;0;1;1;37614.0854;protein;all
1510;b2678;0;1;1;37619.2387;protein;all
336;rsmC;1;1;2;37624.3;assembly;all
915;b0849 * b2762;1;1;2;37660.2041;assembly;all
1725;b1291;0;2;2;37660.2848;protein;all
1802;b2034;0;1;1;37756.7668;protein;all
1764;b0199;0;1;1;37787.9287;protein;all
1893;b0090;0;1;1;37814.2744;protein;all
485;b3972;0;1;1;37850.5691;protein;all
647;b0517;0;1;1;37966.6857;protein;all
1564;b0754;0;1;1;38009.0917;protein;all
992;b2097;0;1;1;38108.7504;protein;all
1748;b0756;0;1;1;38189.984;protein;all
581;b1200;0;1;1;38214.766;protein;all
857;b0750;0;1;1;38240.3907;protein;all
505;b4468;0;1;1;38360.5511;protein;all
706;b1747;0;1;1;38455.4236;protein;all
590;b3371;0;1;1;38568.781;protein;all
807;b0775;0;1;1;38647.6888;protein;all
608;b3945;0;3;3;38711.7471;protein;all
1706;b3632;0;1;1;38730.219;protein;all
999;b0514;0;1;1;38734.0663;protein;all
1565;b1704;0;1;1;38734.6239;protein;all
1563;b2601;0;1;1;38803.5416;protein;all
1390;b1062;0;1;1;38826.9433;protein;all
1029;b3001;0;1;1;38831.7045;protein;all
484;b1190;0;1;1;38844.1808;protein;all
1825;b1123;0;1;1;38866.6028;protein;all
1023;b2582 * b4219;1;1;2;38869.3797;assembly;all
1545;b3389;0;1;1;38880.5391;protein;all
1234;b0241;0;248;248;38921.5191;protein;all
947;b3825;0;35;35;38977.7818;protein;all
1672;b3626;0;1;1;39039.8599;protein;all
1705;b3620;0;1;1;39041.6864;protein;all
709;b0242;0;1;1;39056.0532;protein;all
1359;b3460;0;1;1;39075.9245;protein;all
1775;b0765;0;1;1;39101.9391;protein;all
961;b3124;0;1;1;39103.8837;protein;all
1552;b2329;0;1;1;39136.9935;protein;all
993;b2925;0;1;1;39146.7931;protein;all
483;b4053;0;1;1;39152.4927;protein;all
1473;b1216;0;3;3;39167.9849;protein;all
1115;b4161;0;4;4;39192.8379;protein;all
761;b3997;0;1;1;39247.6756;protein;all
1209;b0381;0;1;1;39315.3295;protein;all
1235;b0929;0;249;249;39332.7982;protein;all
607;b0356;0;3;3;39358.5544;protein;all
1006;b2021;0;1;1;39359.6687;protein;all
1740;b3458;0;1;1;39378.2231;protein;all
1671;b3627;0;1;1;39422.7038;protein;all
1353;b0522;0;1;1;39460.6393;protein;all
1594;b3785;0;1;1;39488.6547;protein;all
1039;b1640;0;1;1;39495.8109;protein;all
1885;b0073;0;2;2;39516.5592;protein;all
1643;b3450;0;1;1;39523.2211;protein;all
595;b0758;0;1;1;39645.2079;protein;all
1638;b2169;0;1;1;39647.3473;protein;all
1166;b2997;0;1;1;39651.5833;protein;all
1097;b3788;0;1;1;39753.3569;protein;all
925;b2762 * b3781;1;1;2;39781.9488;assembly;all
882;b0907;0;2;2;39782.8424;protein;all
849;b0087;0;1;1;39874.2484;protein;all
1490;b3433;0;1;1;40017.4244;protein;all
551;b4192;0;1;1;40060.1996;protein;all
1854;b2963;0;4;4;40112.0151;protein;all
930;b2905;0;1;1;40146.2466;protein;all
1460;b1064 * b3503;1;1;2;40203.0446;assembly;all
1852;b2701;0;4;4;40255.2532;protein;all
1002;b2022;0;2;2;40277.5142;protein;all
1276;b1873;0;1;1;40285.9907;protein;all
627;b1800;0;1;1;40314.4676;protein;all
764;b0414;0;2;2;40337.855;protein;all
688;b2224;0;1;1;40352.03;protein;all
1237;b2215;0;249;249;40367.5898;protein;all
1851;b2813;0;4;4;40410.1213;protein;all
611;b2799;0;1;1;40512.904;protein;all
2;rf1;2;2;4;40516.8;protein;all
1098;b2041;0;1;1;40557.8119;protein;all
1260;b4481;0;1;1;40639.0922;protein;all
1161;b0972;0;1;1;40680.94;protein;all
773;b2515;0;1;1;40683.1339;protein;all
1656;b3628;0;1;1;40825.4417;protein;all
1820;b0854;0;1;1;40839.1607;protein;all
1747;b2239;0;5;5;40842.8745;protein;all
919;b1654 * b2762;1;1;2;40854.0836;assembly;all
639;b3845;0;8;8;40875.8029;protein;all
962;b1059;0;2;2;40901.4961;protein;all
535;b0677;0;1;1;40948.6267;protein;all
1269;b3784;0;1;1;40956.7547;protein;all
1241;b4035;0;1;1;40989.968;protein;all
1905;b3568;0;1;1;41030.3694;protein;all
1316;b0837;0;1;1;41053.9644;protein;all
645;b1092 * b1094;1;1;2;41056.2635;assembly;all
1777;b2422;0;2;2;41058.3945;protein;all
974;b2926;0;1;1;41117.7094;protein;all
1482;b2130;0;1;1;41138.0567;protein;all
641;b3600;0;1;1;41138.5077;protein;all
1236;b1377;0;248;248;41219.3433;protein;all
75;rf2;2;2;4;41250.2;protein;all
1496;b2472;0;1;1;41268.5357;protein;all
1716;b3265;0;1;1;41317.1584;protein;all
1785;b0019;0;1;1;41355.1815;protein;all
1531;b0341;0;1;1;41360.2142;protein;all
790;b2320;0;1;1;41367.137;protein;all
737;b0728;0;1;1;41392.1542;protein;all
1062;b2711;0;1;1;41403.1115;protein;all
682;b0032;0;1;1;41430.5103;protein;all
559;b0757;0;1;1;41441.6415;protein;all
1014;b3939;0;1;1;41549.8972;protein;all
1696;b0353;0;2;2;41550.2941;protein;all
1819;b2536;0;1;1;41592.2265;protein;all
806;b0776;0;1;1;41593.7742;protein;all
1244;b2835;0;21;21;41655.1076;protein;all
1707;b3623;0;1;1;41728.9255;protein;all
1608;b0935;0;5;5;41735.7312;protein;all
746;b3791;0;1;1;41900.5557;protein;all
1821;b0855;0;1;1;41930.2403;protein;all
1013;b2942;0;1;1;41951.132;protein;all
344;rumB;1;1;2;41955.3;assembly;all
1562;b2600;0;2;2;42042.02;protein;all
1099;b2053;0;1;1;42046.3249;protein;all
468;rsgA;0;1;1;42120;assembly;all
643;b1091 * b1094;1;1;2;42154.1578;assembly;all
